parcel,address,current_property_class,current_property_use,current_year_built,current_total_living_area,current_stories,current_assessed_value,lot_depth,lot_width,lot_size,max_n_units,lot_size_max_n_units,zoning_max_n_units,zoning,use,lot_minimum_per_du_sq_ft,lot_width_ft,front_yard_setback_ft,side_yard_setback_ft,rear_yard_setback_ft,reversed_corner_setback_ft,height_ft,lot_cvg_pct,usable_open_space_per_du_ft,distance_to_capitol_miles,latitude,longitude
71006126067,321 Pawling St,Residential,4 unit Apartment,1950,3584,2,470000,0.0,0.0,10672.32,7.114879999999999,7.114879999999999,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.7968969268462116,43.10407375200554,-89.34618247663465
60906203059,5821 Raymond Rd,Residential,4 unit Apartment,1963,4032,2,0,0.0,0.0,10687.5,7.125,7.125,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.75925238751877,43.03154409637366,-89.4817356717628
71009302086,401 Cottage Grove Rd,Residential,4 unit Apartment,1983,3600,2,555000,0.0,0.0,10689.0,7.126,7.126,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.299786070695786,43.08347534235181,-89.32022715178492
81032411077,3357 E Washington Ave,Residential,4 unit Apartment,1957,2134,2,375000,0.0,0.0,10700.0,7.133333333333334,7.133333333333334,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.6743146928923696,43.11140954374773,-89.33166758121816
80936402231,2402 Fremont Ave,Residential,4 unit Apartment,1959,4080,2,490000,0.0,0.0,10703.76,7.13584,7.13584,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.5634708962176025,43.12445198937333,-89.36521484303277
71009303109,3902 Drexel Ave,Residential,Single family,1927,1438,1,337100,0.0,0.0,10704.0,7.136,7.136,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.2740002169133198,43.08345938841118,-89.32074162264591
71003212166,318 Swanton Rd,Residential,4 unit Apartment,1978,4382,2,520000,0.0,0.0,10725.0,7.15,7.15,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.622809868475951,43.10370022517633,-89.30193527711006
70829413057,712 Old Timber Pass,Residential,Single family,2020,2446,2,558700,0.0,0.0,10743.0,5.3715,5.3715,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,9.316383317708093,43.0499339902846,-89.56535897132972
71009302052,3901 Maher Ave,Residential,Single family,1952,1088,1,306500,0.0,0.0,10744.0,7.1626666666666665,7.1626666666666665,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.3424112205356264,43.0834972855053,-89.31937578022223
81032427131,3513 Burke Ave,Residential,Single family,1926,1068,2,301700,0.0,0.0,10750.0,7.166666666666667,7.166666666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.671502389314573,43.10760135999606,-89.32725555225598
60906203075,5829 Raymond Rd,Residential,4 unit Apartment,1961,4032,2,470000,0.0,0.0,10752.0,7.168,7.168,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.781894532819914,43.03154561606682,-89.48225953268485
70934111091,2045 Dodge St,Residential,2 Unit,1970,2800,2,403800,0.0,0.0,10759.3,7.172866666666666,7.172866666666666,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,2.4174508817983242,43.04354542319689,-89.40606968965024
60804107064,1917 Hawks Ridge Dr,Residential,Single family,2016,1443,1,560100,0.0,0.0,10766.0,7.177333333333333,7.177333333333333,200,SR-V2,Multi-family (>24 units),1500,60.0,25,10,30,12,52,60,,8.67232429325414,43.030114510218716,-89.54456523806371
70918223036,1655 Capital Ave,Residential,4 unit Apartment,1961,4160,2,583000,0.0,0.0,10787.0,7.191333333333334,7.191333333333334,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.8189142892742804,43.083540443537274,-89.47887799100126
60906203041,5817 Raymond Rd,Residential,4 unit Apartment,1963,4032,2,470000,0.0,0.0,10792.5,7.195,7.195,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.747678110078339,43.03154257236224,-89.48146696886349
70836409172,1906 Cameron Dr,Residential,4 unit Apartment,1964,4254,2,515000,0.0,0.0,10800.0,7.2,7.2,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.803640320332977,43.03247234112068,-89.4835072982677
81032426042,637 Fairmont Ave,Residential,4 unit Apartment,1977,4128,2,525000,0.0,0.0,10800.0,7.2,7.2,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.6861758638262216,43.10725655453903,-89.32652361608416
71005109030,3317 Wells Ave,Residential,6 unit Apartment,1971,2304,1,520000,0.0,0.0,10800.0,7.2,7.2,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,3.167550566226759,43.100426039407516,-89.33244793899846
70929206245,4926 Ascot Ln,Residential,4 unit Apartment,1957,3952,2,615000,0.0,0.0,10806.0,7.204,7.204,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.083421666268317,43.06055945634698,-89.46272250183544
60903207228,74 Sunfish Ct,Residential,4 unit Apartment,1993,3600,2,520000,0.0,0.0,10813.0,7.208666666666667,7.208666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.5687651501382307,43.02873113749713,-89.41653385733781
60802415138,9 Mesa Ct,Residential,4 unit Apartment,1984,4226,2,555000,0.0,0.0,10833.0,7.222,7.222,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.339716102399002,43.02016361754947,-89.50883614941327
60802421060,7318 Santa Fe Trl,Residential,2 Unit,1995,2536,1,543200,0.0,0.0,10836.0,7.224,7.224,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.327830861228325,43.02173059187523,-89.50981981693448
71007105193,2126 Oakridge Ave,Residential,3 unit Apartment,1923,4104,3,786600,0.0,0.0,10850.0,7.233333333333333,7.233333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.0594229478672705,43.09072605983657,-89.34997225561557
71006416145,2134 Winnebago St,Residential,3 unit Apartment,1904,3015,3,721200,0.0,0.0,10874.0,7.249333333333333,7.249333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.0912469291883102,43.09487405548024,-89.35344650290877
70824413044,217 Nautilus Dr,Residential,4 unit Apartment,1972,4284,2,580000,0.0,0.0,10891.57,7.261046666666666,7.261046666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.332283053650341,43.06294980779661,-89.48852888942103
70913107194,1239 E Mifflin St,Commercial,Commercial exempt,0,0,0,0,0.0,0.0,10900.56,7.26704,7.26704,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,1.225698949162797,43.08756423017029,-89.36757940798513
71002314327,5916 Carter Moon Pass,Residential,Vacant,0,0,0,0,0.0,0.0,10902.0,5.451,5.451,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,5.345366496485372,43.09274730851187,-89.28157618044425
81033301079,3901 Sycamore Ave,Residential,2 Unit,1953,1848,2,301900,0.0,0.0,10902.0,7.268,7.268,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.31669822015739,43.113525328969736,-89.31737924622091
70930102086,426 Rushmore Ln,Residential,4 unit Apartment,1959,4048,2,590000,0.0,0.0,10949.0,7.299333333333333,7.299333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.243648668995828,43.06004590977755,-89.46581132633118
60906202051,2009 Leland Dr,Residential,4 unit Apartment,1958,3355,2,0,0.0,0.0,10951.21,7.300806666666666,7.300806666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.678709944539864,43.03105475593515,-89.47945514912907
70926215108,910 High St,Residential,3 unit Apartment,1955,3000,2,558900,0.0,0.0,10970.4,7.3136,7.3136,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.542866510782248,43.05675515863016,-89.40245663236156
70930402147,5 Bluebird Ct,Residential,4 unit Apartment,1960,4214,2,625000,0.0,0.0,10971.85,7.314566666666667,7.314566666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.4649765029105675,43.05308947014222,-89.46752158556329
70935118161,2220 N Rusk Ave,Residential,Vacant,0,0,0,67300,0.0,0.0,10977.12,7.31808,7.31808,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,2.3648371080625648,43.04048623704694,-89.38476721304895
70925206041,1005 Colby St,Residential,4 unit Apartment,1948,3002,2,380000,0.0,0.0,11000.0,7.333333333333333,7.333333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.310754937352889,43.055767563276966,-89.38365900319336
70932111069,4318 Nakoma Rd,Residential,Single family,1905,2432,2,402900,0.0,0.0,11008.52,7.339013333333334,7.339013333333334,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.135047965592205,43.039336027637965,-89.45028293491877
70934302046,2917 Todd Dr,Residential,4 unit Apartment,1968,4640,2,670000,0.0,0.0,11018.71,7.345806666666666,7.345806666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.490654418239776,43.03271336612175,-89.42272796845518
70934302054,2614 Ardsley Cir,Residential,5 unit Apartment,1972,4328,2,640000,0.0,0.0,11025.0,7.35,7.35,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.4827396825196772,43.03271425269615,-89.42244782265963
60802421052,7326 Santa Fe Trl,Residential,2 Unit,1994,2586,2,515000,0.0,0.0,11028.0,7.352,7.352,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.331682112858501,43.02193278007188,-89.510066213199
70932113073,1218 S Midvale Blvd,Residential,4 unit Apartment,1951,3000,2,450000,0.0,0.0,11032.2,7.354800000000001,7.354800000000001,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.195581575057731,43.039191971262106,-89.45161901364081
60903206139,2203 Pike Dr,Residential,2 Unit,1986,1696,1,428400,0.0,0.0,11034.0,7.356,7.356,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.5522355193998743,43.02964582576102,-89.41818646703888
81026360066,2211 Waters Edge Trl,Residential,Vacant,0,0,0,57600,0.0,0.0,11037.0,5.5185,5.5185,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.309991813268673,43.12789518352562,-89.28281374278758
70935301063,1122 Petra Pl,Residential,4 unit Apartment,1961,4212,2,455000,0.0,0.0,11040.0,7.36,7.36,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,2.771518291889487,43.03725576047691,-89.40398376348315
70932403193,4333 Nakoma Rd,Commercial,Office - 1 story,0,0,0,559800,0.0,0.0,11050.0,7.366666666666666,7.366666666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.167356814094505,43.03858631378263,-89.45032008392201
71019409153,2105 Lake Point Dr,Residential,4 unit Apartment,1963,3400,2,425000,0.0,0.0,11056.1,7.370733333333334,7.370733333333334,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.575971231170607,43.04798696222072,-89.34888340976141
81026360074,2 Spittlebug Cir,Residential,Vacant,0,0,0,57600,0.0,0.0,11065.0,5.5325,5.5325,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.290463780922745,43.12745271077648,-89.28285853280872
60903207187,49 Sunfish Ct,Residential,4 unit Apartment,1979,3208,2,490000,0.0,0.0,11074.0,7.382666666666666,7.382666666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.59236354978125,43.0280821375616,-89.41581257203104
71005415114,77 S Fair Oaks Ave,Residential,Single family,1928,1616,2,435800,0.0,0.0,11080.0,7.386666666666667,7.386666666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.9700604592919495,43.09759614438396,-89.33459575066914
60802413025,7345 Santa Fe Trl Unit CDM,Residential,Condominium,0,0,0,0,0.0,0.0,11093.0,7.395333333333333,7.395333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.376691436653334,43.02150960110101,-89.51076008880774
60906203132,2017 Cameron Dr,Residential,2 Unit,1962,1856,1,351900,0.0,0.0,11096.0,7.397333333333333,7.397333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.84248737899752,43.03055966797596,-89.48284341807826
70824413052,221 Nautilus Dr,Residential,4 unit Apartment,1972,4284,2,580000,0.0,0.0,11104.4,7.402933333333333,7.402933333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.342572282159585,43.062808391941,-89.48870461740704
71005105145,236 N Fair Oaks Ave,Residential,4 unit Apartment,1986,1976,1,695000,0.0,0.0,11118.18,7.41212,7.41212,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.312443746396923,43.1026626131349,-89.33107844377871
70918223052,1647 Capital Ave,Residential,4 unit Apartment,1961,4160,2,0,0.0,0.0,11158.0,7.438666666666666,7.438666666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.847748930605193,43.083427494522965,-89.47947178101813
81034108143,1341 Glacier Hill Dr,Residential,4 unit Apartment,1999,4992,2,675000,0.0,0.0,11159.0,7.439333333333333,7.439333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.656183265158772,43.1192565404059,-89.2904367790833
60906204023,5809 Balsam Rd,Residential,4 unit Apartment,1964,4254,2,530000,0.0,0.0,11160.0,7.44,7.44,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.74615292132938,43.03050976308363,-89.4805618218318
71006313078,1927 E Main St,Residential,2 Unit,1906,1796,2,433600,0.0,0.0,11189.0,7.459333333333333,7.459333333333333,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.7951719648485487,43.09185816190544,-89.35762374777504
60802416110,2873 Cimarron Trl,Residential,2 Unit,1990,2938,2,542200,0.0,0.0,11196.0,7.464,7.464,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.261779854610857,43.021840497990915,-89.50839856590306
81026358087,5530 Maddy Pass,Residential,Vacant,0,0,0,105500,0.0,0.0,11213.0,5.6065,5.6065,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.19114245652387,43.12674441991677,-89.2845817018506
60802421036,7342 Santa Fe Trl,Residential,2 Unit,1993,2586,2,546400,0.0,0.0,11237.0,7.491333333333333,7.491333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.3589931567959965,43.022020367718675,-89.51075591190474
70932403010,4326 Mohawk Dr,Residential,4 unit Apartment,1953,3672,2,460000,0.0,0.0,11250.0,7.5,7.5,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.175098541449214,43.038391540642294,-89.45031202889032
71005104014,3302 Chicago Ave,Residential,Single family,1903,1682,2,294400,0.0,0.0,11250.0,7.5,7.5,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.2081333748355636,43.101793735317415,-89.3327665859796
70930402155,9 Bluebird Ct,Residential,5 unit Apartment,1960,4200,2,625000,0.0,0.0,11250.37,7.500246666666667,7.500246666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.483761185963627,43.05285433651773,-89.46780122478422
60802413158,2934 Cimarron Trl,Residential,4 unit Apartment,1985,4226,2,555000,0.0,0.0,11258.0,7.505333333333334,7.505333333333334,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.414436175068038,43.02063564288454,-89.51093127842
70921204031,3301 Harvey St,Residential,5 unit Apartment,1950,3240,2,700000,0.0,0.0,11267.64,15.02352,15.02352,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.993169908387788,43.07380100035303,-89.44352178839891
81032301153,1218 Carpenter St,Residential,Single family,1998,1152,2,367600,0.0,0.0,11278.0,7.518666666666666,7.518666666666666,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.532819565611184,43.11222155709005,-89.3367594792003
70920110221,3311 Harvey St,Residential,6 unit Apartment,1955,3888,2,700000,0.0,0.0,11286.0,15.048,15.048,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,3.0135660251440783,43.07377233052683,-89.4439241914843
70836215074,1025 Gammon Ln,Residential,2 Unit,1995,2328,1,397200,0.0,0.0,11297.0,7.531333333333333,7.531333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,6.382844840071329,43.042833706829995,-89.50276143544434
71005104030,3320 Chicago Ave,Residential,Single family,1953,981,1,281900,0.0,0.0,11305.0,7.536666666666667,7.536666666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.2357027578002726,43.10193193084453,-89.33223148346764
71002305061,225 Alton Dr,Residential,Single family,2016,1976,1,570500,0.0,0.0,11314.0,5.657,5.657,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,5.650536440847437,43.097094519126394,-89.27688645166741
70926220040,829 S Mills St Unit CDM,Residential,Condominium,0,0,0,0,0.0,0.0,11320.0,7.546666666666667,7.546666666666667,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.5590718667625025,43.057152355275285,-89.40368493266261
60812204018,3406 Keswick Ct,Residential,2 Unit,2003,3219,2,611200,0.0,0.0,11342.0,7.561333333333334,7.561333333333334,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.272153150014618,43.010429384491445,-89.49817845051966
70829409056,517 Sugar Maple Ln,Residential,Single family,2019,1650,2,470000,0.0,0.0,11350.0,5.675,5.675,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,9.15003416437218,43.052167664052575,-89.56256988483398
71005109056,21 Powers Ave,Residential,Single family,1920,1302,2,333900,0.0,0.0,11350.0,7.566666666666666,7.566666666666666,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,3.14830746531262,43.100492688014185,-89.33296950864408
60906203091,5837 Raymond Rd,Residential,4 unit Apartment,1961,4576,2,545000,0.0,0.0,11351.21,7.567473333333333,7.567473333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.805408092326968,43.03154925920342,-89.48280444391959
70913111195,1114 E Johnson St,Residential,Single family,1894,2007,2,601000,0.0,0.0,11352.0,7.568,7.568,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,1.0778582548178355,43.0877074192624,-89.37245660688724
60802415021,1 Mesa Ct,Residential,4 unit Apartment,1984,4308,2,570000,0.0,0.0,11353.0,7.568666666666667,7.568666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.3551822399909,43.01995535242286,-89.50902211226179
70935301055,1118 Petra Pl,Residential,4 unit Apartment,1960,4632,2,545000,0.0,0.0,11369.0,7.579333333333333,7.579333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,2.7724252778301857,43.037156318612865,-89.40367742860118
60906203033,5815 Raymond Rd,Residential,5 unit Apartment,1963,3894,2,470000,0.0,0.0,11379.0,7.586,7.586,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.735724805634299,43.03154102307152,-89.48118927147927
80926406095,3742 W Karstens Dr,Residential,4 unit Apartment,1984,4090,2,475000,0.0,0.0,11396.0,7.597333333333333,7.597333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.2085153929066745,43.13570717732544,-89.38724173841442
70933308102,2850 Kingston Dr,Residential,2 Unit,1967,2222,1,378100,0.0,0.0,11414.0,7.609333333333334,7.609333333333334,200,SR-V2,Multi-family (>24 units),1500,60.0,25,10,30,12,52,60,,3.852124015789341,43.032908951066915,-89.43475130725349
60906203158,5838 Balsam Rd,Residential,4 unit Apartment,1961,3430,2,0,0.0,0.0,11426.71,7.617806666666666,7.617806666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.8427317582631515,43.03019026747277,-89.48253876432406
80936401093,2401 Fremont Ave,Residential,2 Unit,1960,2764,2,444600,0.0,0.0,11432.0,7.621333333333333,7.621333333333333,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.573049213194356,43.12443941918799,-89.36447069331196
81026360363,5 Fountain Mist Cir,Residential,Vacant,0,0,0,58700,0.0,0.0,11438.0,5.719,5.719,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.453445599542277,43.12795275826288,-89.27940148698174
81026360454,8 Fountain Mist Cir,Residential,Vacant,0,0,0,58700,0.0,0.0,11459.0,5.7295,5.7295,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.452390277122268,43.1283987726971,-89.27985017752522
70935301071,2521 Fish Hatchery Rd,Residential,4 unit Apartment,1962,4326,2,470000,0.0,0.0,11472.29,7.648193333333334,7.648193333333334,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,2.769458276028766,43.03737576562463,-89.4042936421156
80926407069,3709 W Karstens Dr,Residential,2 Unit,1960,1704,1,289600,0.0,0.0,11475.0,7.65,7.65,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.10969340092772,43.134282703891316,-89.3868933927939
71002306035,6009 Ragan St,Residential,Single family,2015,1868,2,446800,0.0,0.0,11496.0,5.748,5.748,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,5.593207273740074,43.09693472455565,-89.278002971235
60802421151,2810 Cimarron Trl Unit CDM,Residential,Condominium,0,0,0,0,0.0,0.0,11505.0,7.67,7.67,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.362534094515662,43.02233515477551,-89.5110797966907
70928113186,2902 Arbor Dr,Residential,3 unit Apartment,1954,3800,2,936000,0.0,0.0,11532.0,7.688,7.688,8,TR-V1,Multi-family dwelling (5-8 units),1500,30.0,20,6,25,12,40,70,,2.6652824252741008,43.05558634608284,-89.43010114923992
70921206293,510 Shepard Ter,Commercial,11 unit Apartment,0,0,0,1263000,0.0,0.0,11538.57,15.38476,15.38476,200,TR-U1,Multi-family (>24 units),750,50.0,15,6,25,12,65,75,160.0,2.6832928826699085,43.073665264298896,-89.437389598318
70930102119,414 Rushmore Ln,Residential,4 unit Apartment,1959,4048,2,590000,0.0,0.0,11550.0,7.7,7.7,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,4.209297862264822,43.06059245903277,-89.46529382712049
81022301014,4602 Hayes Rd,Residential,Vacant,0,0,0,0,0.0,0.0,11585.04,7.72336,7.72336,200,SR-V2,Multi-family (>24 units),1500,60.0,25,10,30,12,52,60,,6.150542964067452,43.1426979820896,-89.30562989667351
60802421044,7334 Santa Fe Trl,Residential,2 Unit,1993,2586,2,506300,0.0,0.0,11587.0,7.724666666666667,7.724666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.342746836899765,43.022026726438995,-89.51039139417303
71027413013,5141 Horned Owl Dr,Residential,Vacant,0,0,0,0,0.0,0.0,11590.0,7.726666666666667,7.726666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,5.345975304157763,43.03705523755374,-89.29207466337695
70935109144,2116 Fisher St,Residential,5 unit Apartment,1956,4092,2,0,0.0,0.0,11616.0,7.744,7.744,200,TR-V2,Multi-family (>12 units),1500,60.0,20,10,25,12,40,70,,2.2688016663858614,43.04238898887981,-89.39225196183172
70935207039,1130 Catalpa Cir,Residential,4 unit Apartment,1962,3430,2,417000,0.0,0.0,11626.0,7.750666666666667,7.750666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,2.448054428467837,43.04202909830075,-89.40304445926647
71002314244,434 Hercules Trl,Residential,Single family,2023,1879,2,478000,0.0,0.0,11636.0,5.818,5.818,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,5.36069608025359,43.092968124694934,-89.2813366110925
60801310165,3020 Maple Valley Dr,Residential,2 Unit,1992,1916,1,583000,0.0,0.0,11662.0,7.774666666666667,7.774666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,6.986389014139528,43.0172479610447,-89.4979805183629
60903206064,2944 Turbot Dr,Residential,2 Unit,1981,3488,2,0,0.0,0.0,11668.0,7.778666666666667,7.778666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.6516257227031073,43.0280139144829,-89.41819903603232
60802402119,3051 Greenway Trl,Residential,2 Unit,1984,3068,2,556100,0.0,0.0,11671.0,7.780666666666667,7.780666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.2337737024461575,43.017429330895965,-89.50403409318504
60903206113,2910 Turbot Dr,Residential,2 Unit,1979,1860,1,408100,0.0,0.0,11689.0,7.792666666666666,7.792666666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.583093752799085,43.02919240042339,-89.41832701156598
70935301138,1122 Alrita Ct,Residential,4 unit Apartment,1961,4938,2,550000,0.0,0.0,11693.47,7.795646666666666,7.795646666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,2.706375288450846,43.038042931668954,-89.40318436617461
81026207036,2335 Waters Edge Trl,Residential,Vacant,0,0,0,59500,0.0,0.0,11711.0,5.8555,5.8555,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.479853897728029,43.129582177304236,-89.28032940664696
60903206014,2302 Post Rd,Residential,2 Unit,1980,1908,1,374400,0.0,0.0,11713.0,7.808666666666666,7.808666666666666,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,3.7252141961084595,43.02693987939959,-89.41853906111375
81026360371,11 Fountain Mist Cir,Residential,Vacant,0,0,0,59500,0.0,0.0,11716.0,5.858,5.858,100,TR-P,Single-family attached,2000,20.0,15,6,20,8,40,90,,6.437733583605308,43.12785672159444,-89.27968874022532
60802415112,26 Mesa Ct,Residential,4 unit Apartment,1984,4314,2,570000,0.0,0.0,11716.0,7.810666666666667,7.810666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.340409507192988,43.02068198359015,-89.50927254139573
60802421028,7350 Santa Fe Trl,Residential,2 Unit,1993,3093,2,514100,0.0,0.0,11730.0,7.82,7.82,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.376656125565312,43.021926813421764,-89.51108477748824
60801307237,6934 Chester Dr,Residential,2 Unit,1985,2268,2,492000,0.0,0.0,11743.0,7.828666666666667,7.828666666666667,100,SR-V1,Single-family attached (>8 units),1500,,25,6,30,12,40,90,100.0,7.202372658135405,43.017037364549715,-89.50293898314233
